trade_no,signal_ts,entry_ts,exit_ts,direction,trigger,entry_price,stop_loss,take_profit,risk_distance,sl_method,exit_price,result,r_mult,mae_r,mfe_r,hold_bars,reason
89,2026-07-20 10:15:00+00,2026-07-20 10:30:00+00,2026-07-20 11:30:00+00,LONG,BREAKOUT_10,1869.29,1859.08,1889.71,10.21,STRUCTURE,1889.71,WIN,2,-0.11557296767874632713,2.7140058765915769,4,4H bullish + 1H bullish + 15m momentum confirmation + BREAKOUT_10 + RSI 48-78
90,2026-07-20 15:00:00+00,2026-07-20 15:15:00+00,2026-07-20 18:15:00+00,LONG,BREAKOUT_10,1884.5,1852.24,1949.02,32.26,STRUCTURE,1907.39,TIME_WIN,0.70954742715437073776,0.67296962182269063856,1.02138871667699938004,12,4H bullish + 1H bullish + 15m momentum confirmation + BREAKOUT_10 + RSI 48-78
91,2026-07-20 20:00:00+00,2026-07-20 20:15:00+00,2026-07-20 23:15:00+00,LONG,RECLAIM_SMA20,1900.49,1888.2,1925.07,12.29,STRUCTURE,1902.53,TIME_WIN,0.16598860862489829129,-0.19772172497965825875,0.17005695687550854353,12,4H bullish + 1H bullish + 15m momentum confirmation + RECLAIM_SMA20 + RSI 48-78
92,2026-07-21 00:15:00+00,2026-07-21 00:30:00+00,2026-07-21 02:45:00+00,LONG,BREAKOUT_10,1906.36,1898.06,1922.96,8.30,STRUCTURE,1922.96,WIN,2,0.40963855421686746988,2.5987951807228916,9,4H bullish + 1H bullish + 15m momentum confirmation + BREAKOUT_10 + RSI 48-78
93,2026-07-21 12:15:00+00,2026-07-21 12:30:00+00,2026-07-21 15:00:00+00,LONG,RECLAIM_SMA20,1939.32,1924.81,1968.34,14.51,STRUCTURE,1924.81,LOSS,-1,-1.1667815299793246,-0.57615437629221226740,10,4H bullish + 1H bullish + 15m momentum confirmation + RECLAIM_SMA20 + RSI 48-78
94,2026-07-22 00:00:00+00,2026-07-22 00:15:00+00,2026-07-22 03:15:00+00,LONG,BREAKOUT_10,1937.12,1915.4,1980.56,21.72,STRUCTURE,1931,TIME_LOSS,-0.28176795580110497238,-0.51473296500920810313,-0.24447513812154696133,12,4H bullish + 1H bullish + 15m momentum confirmation + BREAKOUT_10 + RSI 48-78
95,2026-07-22 04:30:00+00,2026-07-22 04:45:00+00,2026-07-22 05:15:00+00,LONG,BREAKOUT_10,1937.61,1926.2,1960.43,11.41,STRUCTURE,1926.2,LOSS,-1,-2.4837861524978089,-0.52673093777388255916,2,4H bullish + 1H bullish + 15m momentum confirmation + BREAKOUT_10 + RSI 48-78
96,2026-07-22 10:15:00+00,2026-07-22 10:30:00+00,2026-07-22 12:45:00+00,LONG,BREAKOUT_10,1927.62,1918.29,1946.28,9.33,STRUCTURE,1918.29,LOSS,-1,-1.6655948553054662,1.1071811361200429,9,4H bullish + 1H bullish + 15m momentum confirmation + BREAKOUT_10 + RSI 48-78
97,2026-07-22 13:30:00+00,2026-07-22 13:45:00+00,2026-07-22 16:45:00+00,LONG,BREAKOUT_10,1936.33,1912.08,1984.83,24.25,STRUCTURE,1948.75,TIME_WIN,0.51216494845360824742,0.38226804123711340206,0.61938144329896907216,12,4H bullish + 1H bullish + 15m momentum confirmation + BREAKOUT_10 + RSI 48-78
98,2026-07-22 17:30:00+00,2026-07-22 17:45:00+00,2026-07-22 18:30:00+00,LONG,RECLAIM_SMA20,1943.16,1931.07257142857142852,1967.33485714285714296,12.08742857142857148,ATR_1.2,1931.07257142857142852,LOSS,-1,-1.91604027797475535,-0.89349028506594808867,3,4H bullish + 1H bullish + 15m momentum confirmation + RECLAIM_SMA20 + RSI 48-78
99,2026-07-22 21:30:00+00,2026-07-22 21:45:00+00,2026-07-22 23:00:00+00,LONG,BREAKOUT_10,1934.73,1925.2,1953.79,9.53,STRUCTURE,1925.2,LOSS,-1,-1.3263378803777545,0.31584470094438614900,5,4H bullish + 1H bullish + 15m momentum confirmation + BREAKOUT_10 + RSI 48-78
100,2026-07-22 23:45:00+00,2026-07-23 00:00:00+00,2026-07-23 02:15:00+00,LONG,RECLAIM_SMA20,1933.49,1922.09,1956.29,11.40,STRUCTURE,1922.09,LOSS,-1,-1.2315789473684211,-0.55438596491228070175,9,4H bullish + 1H bullish + 15m momentum confirmation + RECLAIM_SMA20 + RSI 48-78
101,2026-07-27 21:30:00+00,2026-07-27 21:45:00+00,2026-07-27 22:30:00+00,SHORT,BREAKDOWN_10,1941.63,1949.44,1926.01,7.81,STRUCTURE,1926.01,WIN,2,1.4443021766965429,8.4033290653008963,3,4H bearish + 1H bearish + 15m momentum confirmation + BREAKDOWN_10 + RSI 22-52
102,2026-07-28 03:45:00+00,2026-07-28 04:00:00+00,2026-07-28 05:15:00+00,SHORT,REJECT_SMA20,1880.28,1888.44942857142857148,1863.94114285714285704,8.16942857142857148,ATR_1.2,1888.44942857142857148,LOSS,-1,-1.03556814604973244548,-0.16035393278075053234,5,4H bearish + 1H bearish + 15m momentum confirmation + REJECT_SMA20 + RSI 22-52
103,2026-07-28 09:00:00+00,2026-07-28 09:15:00+00,2026-07-28 11:00:00+00,SHORT,REJECT_SMA20,1881.55,1886.53085714285714284,1871.58828571428571432,4.98085714285714284,ATR_1.2,1871.58828571428571432,WIN,2,0.01003843285722480357,2.15224000458899788,7,4H bearish + 1H bearish + 15m momentum confirmation + REJECT_SMA20 + RSI 22-52
104,2026-07-28 15:15:00+00,2026-07-28 15:30:00+00,2026-07-28 18:30:00+00,LONG,BREAKOUT_10,1911.08,1866.35,2000.54,44.73,STRUCTURE,1911.75,TIME_WIN,0.01497876145763469707,-0.08338922423429465683,0.05164319248826291080,12,4H bullish + 1H bullish + 15m momentum confirmation + BREAKOUT_10 + RSI 48-78
105,2026-07-28 19:45:00+00,2026-07-28 20:00:00+00,2026-07-28 23:00:00+00,LONG,BREAKOUT_10,1921.2,1908.8,1946.0,12.4,STRUCTURE,1908.8,LOSS,-1,-1.4443548387096774,-0.78629032258064516129,12,4H bullish + 1H bullish + 15m momentum confirmation + BREAKOUT_10 + RSI 48-78
106,2026-07-28 23:45:00+00,2026-07-29 00:00:00+00,2026-07-29 02:00:00+00,LONG,RECLAIM_SMA20,1921.15,1902.99,1957.47,18.16,STRUCTURE,1902.99,LOSS,-1,-1.1552863436123348,-0.32764317180616740088,8,4H bullish + 1H bullish + 15m momentum confirmation + RECLAIM_SMA20 + RSI 48-78
107,2026-07-29 05:00:00+00,2026-07-29 05:15:00+00,2026-07-29 08:15:00+00,LONG,RECLAIM_SMA20,1908.2,1883.21,1958.18,24.99,STRUCTURE,1912,TIME_WIN,0.15206082432973189276,0.09963985594237695078,0.30372148859543817527,12,4H bullish + 1H bullish + 15m momentum confirmation + RECLAIM_SMA20 + RSI 48-78
108,2026-07-30 08:15:00+00,2026-07-30 08:30:00+00,2026-07-30 11:30:00+00,LONG,BREAKOUT_10,1913.29,1899.27,1941.33,14.02,STRUCTURE,1920.41,TIME_WIN,0.50784593437945791726,0.33951497860199714693,0.72182596291012838802,12,4H bullish + 1H bullish + 15m momentum confirmation + BREAKOUT_10 + RSI 48-78
109,2026-07-30 13:30:00+00,2026-07-30 13:45:00+00,2026-07-30 14:15:00+00,LONG,BREAKOUT_10,1929.44,1916.21,1955.90,13.23,STRUCTURE,1916.21,LOSS,-1,-1.3106575963718821,-0.37566137566137566138,2,4H bullish + 1H bullish + 15m momentum confirmation + BREAKOUT_10 + RSI 48-78
110,2026-07-30 16:00:00+00,2026-07-30 16:15:00+00,2026-07-30 19:15:00+00,LONG,RECLAIM_SMA20,1922.62,1913.34828571428571432,1941.16342857142857136,9.27171428571428568,ATR_1.2,1925.61,TIME_WIN,0.32248620997812086033,-0.28257988967982496792,0.64712951835074420134,12,4H bullish + 1H bullish + 15m momentum confirmation + RECLAIM_SMA20 + RSI 48-78
111,2026-07-30 22:00:00+00,2026-07-30 22:15:00+00,2026-07-31 00:30:00+00,LONG,RECLAIM_SMA20,1924.75,1915.21,1943.83,9.54,STRUCTURE,1915.21,LOSS,-1,-1.1268343815513627,0.80817610062893081761,9,4H bullish + 1H bullish + 15m momentum confirmation + RECLAIM_SMA20 + RSI 48-78
112,2026-08-01 05:30:00+00,2026-08-01 05:45:00+00,2026-08-01 07:00:00+00,SHORT,BREAKDOWN_10,1865.01,1870.19,1854.65,5.18,STRUCTURE,1870.19,LOSS,-1,-1.15637065637065637066,-0.35714285714285714286,5,4H bearish + 1H bearish + 15m momentum confirmation + BREAKDOWN_10 + RSI 22-52
113,2026-08-01 17:15:00+00,2026-08-01 17:30:00+00,2026-08-01 18:30:00+00,SHORT,BREAKDOWN_10,1862.9,1872.7,1843.3,9.8,STRUCTURE,1843.3,WIN,2,1.0295918367346939,4.2989795918367347,4,4H bearish + 1H bearish + 15m momentum confirmation + BREAKDOWN_10 + RSI 22-52
114,2026-08-03 06:30:00+00,2026-08-03 06:45:00+00,2026-08-03 09:45:00+00,SHORT,BREAKDOWN_10,1847.33,1860.55,1820.89,13.22,STRUCTURE,1851.56,TIME_LOSS,-0.31996974281391830560,-0.46671709531013615734,0.21558245083207261725,12,4H bearish + 1H bearish + 15m momentum confirmation + BREAKDOWN_10 + RSI 22-52
115,2026-08-03 11:00:00+00,2026-08-03 11:15:00+00,2026-08-03 13:45:00+00,SHORT,REJECT_SMA20,1841.36,1853.6,1816.88,12.24,STRUCTURE,1853.6,LOSS,-1,-2.2254901960784314,-0.18137254901960784314,10,4H bearish + 1H bearish + 15m momentum confirmation + REJECT_SMA20 + RSI 22-52
116,2026-08-07 08:30:00+00,2026-08-07 08:45:00+00,2026-08-07 11:45:00+00,LONG,BREAKOUT_10,1912.28,1901.13,1934.58,11.15,STRUCTURE,1915.58,TIME_WIN,0.29596412556053811659,0.14618834080717488789,0.33363228699551569507,12,4H bullish + 1H bullish + 15m momentum confirmation + BREAKOUT_10 + RSI 48-78
117,2026-08-07 12:00:00+00,2026-08-07 12:15:00+00,2026-08-07 14:00:00+00,LONG,BREAKOUT_10,1933.06,1911.78,1975.62,21.28,STRUCTURE,1911.78,LOSS,-1,-1.1151315789473684,-0.42575187969924812030,7,4H bullish + 1H bullish + 15m momentum confirmation + BREAKOUT_10 + RSI 48-78
118,2026-08-07 14:15:00+00,2026-08-07 14:30:00+00,2026-08-07 16:45:00+00,LONG,RECLAIM_SMA20,1922.76,1909.33,1949.62,13.43,STRUCTURE,1909.33,LOSS,-1,-1.4921816827997022,-0.51898734177215189873,9,4H bullish + 1H bullish + 15m momentum confirmation + RECLAIM_SMA20 + RSI 48-78
119,2026-08-07 19:15:00+00,2026-08-07 19:30:00+00,2026-08-07 22:30:00+00,LONG,BREAKOUT_10,1916.1,1905.5,1937.3,10.6,STRUCTURE,1913.57,TIME_LOSS,-0.23867924528301886792,-0.29716981132075471698,-0.12264150943396226415,12,4H bullish + 1H bullish + 15m momentum confirmation + BREAKOUT_10 + RSI 48-78
120,2026-08-08 01:30:00+00,2026-08-08 01:45:00+00,2026-08-08 02:00:00+00,LONG,RECLAIM_SMA20,1914.78,1912.96285714285714284,1918.41428571428571432,1.81714285714285716,ATR_1.2,1912.96285714285714284,LOSS,-1,-1.88207547169811319,2.05267295597484275,1,4H bullish + 1H bullish + 15m momentum confirmation + RECLAIM_SMA20 + RSI 48-78
121,2026-08-08 03:15:00+00,2026-08-08 03:30:00+00,2026-08-08 06:30:00+00,LONG,BREAKOUT_10,1915.69,1911.36,1924.35,4.33,STRUCTURE,1916.16,TIME_WIN,0.10854503464203233256,-0.14087759815242494226,0.16628175519630484988,12,4H bullish + 1H bullish + 15m momentum confirmation + BREAKOUT_10 + RSI 48-78
122,2026-08-08 08:30:00+00,2026-08-08 08:45:00+00,2026-08-08 11:45:00+00,LONG,RECLAIM_SMA20,1916.98,1913.1,1924.74,3.88,STRUCTURE,1919.75,TIME_WIN,0.71391752577319587629,0.34793814432989690722,0.85309278350515463918,12,4H bullish + 1H bullish + 15m momentum confirmation + RECLAIM_SMA20 + RSI 48-78
123,2026-08-08 14:15:00+00,2026-08-08 14:30:00+00,2026-08-08 17:30:00+00,LONG,BREAKOUT_10,1922.76,1917.46,1933.36,5.30,STRUCTURE,1924.26,TIME_WIN,0.28301886792452830189,-0.01509433962264150943,0.53018867924528301887,12,4H bullish + 1H bullish + 15m momentum confirmation + BREAKOUT_10 + RSI 48-78
124,2026-08-08 21:30:00+00,2026-08-08 21:45:00+00,2026-08-08 22:00:00+00,LONG,BREAKOUT_10,1921.55,1918.91,1926.83,2.64,STRUCTURE,1918.91,LOSS,-1,-2.8598484848484848,-0.28409090909090909091,1,4H bullish + 1H bullish + 15m momentum confirmation + BREAKOUT_10 + RSI 48-78
125,2026-08-09 06:00:00+00,2026-08-09 06:15:00+00,2026-08-09 08:00:00+00,LONG,RECLAIM_SMA20,1914.91,1912.47,1919.79,2.44,STRUCTURE,1919.79,WIN,2,-0.90573770491803278689,3.9016393442622951,7,4H bullish + 1H bullish + 15m momentum confirmation + RECLAIM_SMA20 + RSI 48-78
126,2026-08-09 09:45:00+00,2026-08-09 10:00:00+00,2026-08-09 13:00:00+00,LONG,RECLAIM_SMA20,1920.65,1912.7,1936.55,7.95,STRUCTURE,1919.44,TIME_LOSS,-0.15220125786163522013,-0.48679245283018867925,-0.15220125786163522013,12,4H bullish + 1H bullish + 15m momentum confirmation + RECLAIM_SMA20 + RSI 48-78
127,2026-08-09 13:15:00+00,2026-08-09 13:30:00+00,2026-08-09 16:30:00+00,LONG,BREAKOUT_10,1924.25,1916.57,1939.61,7.68,STRUCTURE,1924.18,TIME_LOSS,-0.00911458333333333333,-0.34895833333333333333,0.04296875000000000000,12,4H bullish + 1H bullish + 15m momentum confirmation + BREAKOUT_10 + RSI 48-78
128,2026-08-10 02:30:00+00,2026-08-10 02:45:00+00,2026-08-10 04:30:00+00,LONG,RECLAIM_SMA20,1925.02,1911.71,1951.64,13.31,STRUCTURE,1911.71,LOSS,-1,-1.00075131480090157776,-0.07663410969196093163,7,4H bullish + 1H bullish + 15m momentum confirmation + RECLAIM_SMA20 + RSI 48-78
129,2026-08-10 05:45:00+00,2026-08-10 06:00:00+00,2026-08-10 09:00:00+00,LONG,BREAKOUT_10,1922.37,1913.55,1940.01,8.82,STRUCTURE,1925.71,TIME_WIN,0.37868480725623582766,0.20975056689342403628,0.44557823129251700680,12,4H bullish + 1H bullish + 15m momentum confirmation + BREAKOUT_10 + RSI 48-78
130,2026-08-12 19:00:00+00,2026-08-12 19:15:00+00,2026-08-12 22:15:00+00,SHORT,BREAKDOWN_10,1883.52,1890.82,1868.92,7.30,STRUCTURE,1879.01,TIME_WIN,0.61780821917808219178,0.43150684931506849315,0.75616438356164383562,12,4H bearish + 1H bearish + 15m momentum confirmation + BREAKDOWN_10 + RSI 22-52
131,2026-08-13 00:30:00+00,2026-08-13 00:45:00+00,2026-08-13 03:30:00+00,SHORT,REJECT_SMA20,1878.33,1884.63,1865.73,6.30,STRUCTURE,1884.63,LOSS,-1,-1.5031746031746032,-0.60793650793650793651,11,4H bearish + 1H bearish + 15m momentum confirmation + REJECT_SMA20 + RSI 22-52
132,2026-08-13 15:45:00+00,2026-08-13 16:00:00+00,2026-08-13 19:00:00+00,SHORT,BREAKDOWN_10,1879.29,1895.86,1846.15,16.57,STRUCTURE,1887.6,TIME_LOSS,-0.50150875075437537719,-0.76704888352444176222,-0.31382015691007845504,12,4H bearish + 1H bearish + 15m momentum confirmation + BREAKDOWN_10 + RSI 22-52
133,2026-08-14 03:45:00+00,2026-08-14 04:00:00+00,2026-08-14 07:00:00+00,SHORT,BREAKDOWN_10,1882.41,1888.5,1870.23,6.09,STRUCTURE,1874.7,TIME_WIN,1.2660098522167488,1.07224958949096880131,1.7914614121510673,12,4H bearish + 1H bearish + 15m momentum confirmation + BREAKDOWN_10 + RSI 22-52
134,2026-08-14 08:15:00+00,2026-08-14 08:30:00+00,2026-08-14 08:45:00+00,SHORT,BREAKDOWN_10,1871.28,1878,1857.84,6.72,STRUCTURE,1878,LOSS,-1,-1.4107142857142857,-0.18601190476190476190,1,4H bearish + 1H bearish + 15m momentum confirmation + BREAKDOWN_10 + RSI 22-52
135,2026-08-14 09:00:00+00,2026-08-14 09:15:00+00,2026-08-14 11:30:00+00,SHORT,REJECT_SMA20,1875.79,1880.69371428571428568,1865.98257142857142864,4.90371428571428568,ATR_1.2,1880.69371428571428568,LOSS,-1,-1.01351745032919653450,0.30385130804637884032,9,4H bearish + 1H bearish + 15m momentum confirmation + REJECT_SMA20 + RSI 22-52
136,2026-08-14 12:30:00+00,2026-08-14 12:45:00+00,2026-08-14 15:30:00+00,SHORT,REJECT_SMA20,1874.14,1880.76,1860.90,6.62,STRUCTURE,1880.76,LOSS,-1,-1.4848942598187311,-0.16918429003021148036,11,4H bearish + 1H bearish + 15m momentum confirmation + REJECT_SMA20 + RSI 22-52
137,2026-08-15 08:30:00+00,2026-08-15 08:45:00+00,2026-08-15 11:45:00+00,SHORT,BREAKDOWN_10,1877.94,1880.67,1872.48,2.73,STRUCTURE,1878.49,TIME_LOSS,-0.20146520146520146520,-0.60439560439560439560,-0.09157509157509157509,12,4H bearish + 1H bearish + 15m momentum confirmation + BREAKDOWN_10 + RSI 22-52
